uri,name,activity_code_1,activity_code_2,introduction,entityType,graphdbName,dataSpace,abstractField,creationDate,sameAs,industry,outputOf,inputOf,productionVolume,productionVolumeUnit,pedigreeMatrix,imageUrl
rdf.bonsai.uno/exiobase3_3_17/activities/A_PIGS,Pigs farming,i01.j,A_PIGS,This dataset is about Pigs farming. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/7/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7954213,tons,1;3;1;5;107,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PLAS,Plastics basic,i24.a,A_PLAS,This dataset is about Plastics basic. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/8/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6123007,unit,1;3;1;5;108,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PLAW,Re-processing of secondary plastic into new plastic,i24.a.w,A_PLAW,This dataset is about Re-processing of secondary plastic into new plastic. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/9/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4573449,cubic meter,1;3;1;5;109,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PLTR,Poultry farming,i01.k,A_PLTR,This dataset is about Poultry farming. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/10/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6198425,tons,1;3;1;5;110,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POME,Production of meat products nec,i15.d,A_POME,This dataset is about Production of meat products nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/11/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2986144,unit,1;3;1;5;111,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWB,Production of electricity by biomass and waste,i40.11.g,A_POWB,This dataset is about Production of electricity by biomass and waste. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/12/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6926538,cubic meter,1;3;1;5;112,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWC,Production of electricity by coal,i40.11.a,A_POWC,This dataset is about Production of electricity by coal. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/13/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6874954,tons,1;3;1;5;113,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWD,Distribution and trade of electricity,i40.13,A_POWD,This dataset is about Distribution and trade of electricity. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/14/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5465243,unit,1;3;1;5;114,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWE,Production of electricity by solar thermal,i40.11.i,A_POWE,This dataset is about Production of electricity by solar thermal. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/15/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3381113,cubic meter,1;3;1;5;115,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWG,Production of electricity by gas,i40.11.b,A_POWG,This dataset is about Production of electricity by gas. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/16/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5699600,tons,1;3;1;5;116,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWH,Production of electricity by hydro,i40.11.d,A_POWH,This dataset is about Production of electricity by hydro. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/17/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2606468,unit,1;3;1;5;117,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWM,Production of electricity by Geothermal,i40.11.k,A_POWM,This dataset is about Production of electricity by Geothermal. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/18/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2393413,cubic meter,1;3;1;5;118,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWN,Production of electricity by nuclear,i40.11.c,A_POWN,This dataset is about Production of electricity by nuclear. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/19/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5102669,tons,1;3;1;5;119,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWO,Production of electricity by tide wave ocean,i40.11.j,A_POWO,This dataset is about Production of electricity by tide wave ocean. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/20/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6006691,unit,1;3;1;5;120,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWP,Production of electricity by petroleum and other oil derivatives,i40.11.f,A_POWP,This dataset is about Production of electricity by petroleum and other oil derivatives. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/21/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2976799,cubic meter,1;3;1;5;121,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWS,Production of electricity by solar photovoltaic,i40.11.h,A_POWS,This dataset is about Production of electricity by solar photovoltaic. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/22/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4165647,tons,1;3;1;5;122,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWT,Transmission of electricity,i40.12,A_POWT,This dataset is about Transmission of electricity. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/23/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3884461,tons,1;3;1;5;123,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWW,Production of electricity by wind,i40.11.e,A_POWW,This dataset is about Production of electricity by wind. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/24/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5281627,unit,1;3;1;5;124,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_POWZ,Production of electricity nec,i40.11.l,A_POWZ,This dataset is about Production of electricity nec. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/25/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7549299,cubic meter,1;3;1;5;125,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PPIG,Processing of meat pigs,i15.b,A_PPIG,This dataset is about Processing of meat pigs. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/26/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6214359,tons,1;3;1;5;126,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PPLT,Processing of meat poultry,i15.c,A_PPLT,This dataset is about Processing of meat poultry. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/27/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3662275,unit,1;3;1;5;127,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PREM,Precious metals production,i27.41,A_PREM,This dataset is about Precious metals production. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/28/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5186264,cubic meter,1;3;1;5;128,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PREO,Mining of precious metal ores and concentrates,i13.20.14,A_PREO,This dataset is about Mining of precious metal ores and concentrates. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/29/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3948660,tons,1;3;1;5;129,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PREW,Re-processing of secondary preciuos metals into new preciuos metals,i27.41.w,A_PREW,This dataset is about Re-processing of secondary preciuos metals into new preciuos metals. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/30/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3403479,unit,1;3;1;5;130,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PRHH,Private households with employed persons (95),i95,A_PRHH,This dataset is about Private households with employed persons (95). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,7/31/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,5561244,cubic meter,1;3;1;5;131,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PTEL,Post and telecommunications (64),i64,A_PTEL,This dataset is about Post and telecommunications (64). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/1/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4879806,tons,1;3;1;5;132,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_PULP,Pulp,i21.1,A_PULP,This dataset is about Pulp. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/2/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6526101,unit,1;3;1;5;133,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RATV,Manufacture of radio television and communication equipment and apparatus (32),i32,A_RATV,This dataset is about Manufacture of radio television and communication equipment and apparatus (32). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/3/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,6886839,cubic meter,1;3;1;5;134,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_REAL,Real estate activities (70),i70,A_REAL,This dataset is about Real estate activities (70). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/4/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2280555,tons,1;3;1;5;135,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RECR,Recreational cultural and sporting activities (92),i92,A_RECR,This dataset is about Recreational cultural and sporting activities (92). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/5/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2629505,unit,1;3;1;5;136,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_REFN,Petroleum Refinery,i23.2,A_REFN,This dataset is about Petroleum Refinery. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/6/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4692845,cubic meter,1;3;1;5;137,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RESD,Research and development (73),i73,A_RESD,This dataset is about Research and development (73). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/7/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,7469792,tons,1;3;1;5;138,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RICE,Processed rice,i15.g,A_RICE,This dataset is about Processed rice. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/8/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,3382017,unit,1;3;1;5;139,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RUBP,Manufacture of rubber and plastic products (25),i25,A_RUBP,This dataset is about Manufacture of rubber and plastic products (25). It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/9/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,2128678,cubic meter,1;3;1;5;140,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
rdf.bonsai.uno/exiobase3_3_17/activities/A_RYMS,Recycling of waste and scrap,i37,A_RYMS,This dataset is about Recycling of waste and scrap. It presents the production of aluminium from the extraction of raw materials to the distribution of the finished product.,,bonsaiDB,bonsaiDB,This is an in-depth explanation of what the activity dataset covers. And what follows is gibberish. Kliuhoæi loij iuh'iu. Jluyklujbælkjn de gre fgk afsafd arga aesdefef. Awrfwaqefadfa. Fgsreead rgfertghs aesdw dwsef rgfe. Sgsfs srgrdsrfvseartwregf.,8/10/2019,Aluminum,Metallurgy,Aluminium smleting,Aluminium recycling; Car manufacture; Manufacture of food containers,4279510,tons,1;3;1;5;141,https://upload.wikimedia.org/wikipedia/commons/c/c2/Luftaufnahmen_Nordseekueste_2012-05-by-RaBoe-478.jpg
